"PI","Entry","Country","Day","TRL","PRL","LRL","MSL","LSLPL","MAX","LED","PER","DIA","VOL","SurfaceArea","TRLUpper","TRLLower","CM","CMT","CMM","CMB","CP","CPT","CPM","CPB","CVA","DEP","WID","NWA","LRB","NLR","IRB","TRArea","TRAUpper","TRALower","RHZO","SOL","SOL2","LRA","ImageFlag","SDW","RDW","RSR","TDW","TRL_GR"
"PI377262","196","India",18,226.643504857375,41.9775327094215,179.564451340872,2.8485355126252,1.26587242452829,12.7206781494034,2.28850085890294,318.193247272255,0.24015184202612,226.351152271935,26.9669498757085,147.674008540442,68.1063395667942,0.278191512822683,0.160454858549813,0.431445156101449,0.752743310170366,0.422441655333333,0.216821903786659,0.486047390822788,0.790527663126125,352.294526067722,36.1266540698855,15.9937021334729,2.66672583015443,134.873817645062,91.3370749234866,71.0640108445512,29.1296999736988,20.5168408873773,8.46800835965713,4267.1828021376,0.00755871145478178,136.167614824231,50.2753811055567,0.999738752947482,0.0413905232058648,0.0241045821833839,0.55886116203015,0.0657172394724311,24.754960909711
"PI377263","197","India",18,213.881332587821,44.4287453850963,170.8220127733,2.63387782222697,1.40854111142103,11.1706504679984,2.06472906600186,368.176301368534,0.24009089361445,247.238995517619,32.2070574598927,143.267634661806,72.5171979384661,0.272262084788233,0.164681526828422,0.436269350254766,0.751866670438125,0.439520974010973,0.21497636135103,0.491951966427457,0.787190490870263,402.523225975365,39.108631972592,16.9823176787524,2.6714778921255,140.351243304817,99.9637111829225,82.491873153584,28.3810217938028,19.1495364270178,8.94658130880246,4444.46408584036,0.00711058822537781,146.871548317378,51.9720993691357,0.999738752947482,0.039492007179809,0.0206389434915982,0.503087869041379,0.0595748185978304,25.5963234466159
"PI377265","198","India",18,182.236812588181,43.2992552959397,145.831736539178,2.31279680812068,1.36785277974,9.78297635232134,1.77265957182583,366.21492945721,0.241019377315596,230.141260139879,27.7723543196017,118.205532594102,62.3245533517047,0.271246900093512,0.173019097809487,0.459818847564354,0.752612216436038,0.477683260955741,0.220705933904873,0.487956610601232,0.795012250212285,302.924919740909,38.1646924698473,13.1739748577419,2.29504570617337,143.4699104059,94.4848716564165,85.0173722365973,24.1036758363456,16.112715750172,7.89746665614049,3720.74360992443,0.00728731745419341,140.812115532589,50.7796880540855,0.999738752947482,0.029927876060784,0.0158510088123319,0.519536205635325,0.0431900082090798,24.904472514374
"PI377266","199","India",18,227.510146835448,44.7288098205921,183.676838540127,2.92921340834156,1.41426709845553,11.9470338334873,1.85020809498591,387.31517766463,0.247512324841987,277.861318575647,33.3391379767506,145.339958901265,82.0323655547417,0.289557925143585,0.166634774063947,0.447649970899594,0.75251164691503,0.466904999858428,0.215930815850131,0.490927945478957,0.788116782381282,424.367066038945,38.7542399068493,17.7282310381593,2.79495907037942,135.191465770576,98.6194563040091,83.9735183179632,30.4100971753447,19.7490147820478,9.98554461514702,4734.33678704267,0.00714800387201801,144.782072197688,50.1241512511231,0.999738752947482,0.0457449957280189,0.0252340390226298,0.522510284735706,0.0711021023310343,25.4918681689359
"PI377267","200","India",18,215.068769990746,44.0283494451455,175.852436177159,2.54025838497845,1.53872450407629,11.6207854754407,2.03719854007922,367.79899005409,0.258615692449182,259.404969600078,32.0137988758649,140.301066234626,74.8450922453105,0.282271339224373,0.166591847123138,0.466410304387834,0.753359366670315,0.486819175993814,0.215286369879918,0.495010873933602,0.791588999760331,416.010276956624,37.8993317870305,19.2710351068186,2.71757341024157,142.894785427559,101.109343654736,88.8724864133638,28.8097521273375,18.9856025055295,9.62073383760951,4545.65241297548,0.00701951532487655,148.313791066296,51.0662898335741,0.999738752947482,0.0411852028766955,0.021496951109021,0.511905942400661,0.0620188462584703,24.6661624624354
"PI377268","201","India",18,237.83184916536,43.094981543742,196.283496130631,2.73018484880486,1.56135307259123,12.6053917998541,1.79283716452045,383.083500440117,0.243138473605308,251.230483670581,30.7562847461165,152.137025213333,85.8042963872309,0.285761901503125,0.173031301004788,0.442951059759693,0.752506753196949,0.469889905924618,0.214000259603827,0.491050172166146,0.787712478885716,401.626931818131,38.0389110028637,18.0866781732907,2.90760869293847,141.89768127393,100.401230556376,88.6592785044539,32.9631164205825,21.2796216925722,11.0506145849341,4875.14982212929,0.00736495510696987,139.581593065736,51.7372244553125,0.999738752947482,0.0467838169363231,0.0270695627240951,0.530042707252679,0.0743122542210626,25.2536394517358
"PI377271","202","India",18,226.655654484764,43.623714920849,183.794133054971,2.75672509957412,1.47349775845277,12.0949627994169,1.89373115072151,373.756025200263,0.241616364182104,250.12442714828,31.2191846681821,146.722924477983,76.9882009954234,0.299048156715576,0.168700617158516,0.456417358723795,0.752011695518591,0.458575032706796,0.21662397002467,0.49185804990744,0.786038995646139,395.821734017702,38.6235423007611,17.060965450826,2.78236523589748,139.350104392086,97.086581769294,83.2648200434486,29.6721045297955,19.6206075526766,9.56847445012338,4610.282678925,0.00717991340000397,143.481617883932,50.2059672027073,0.999738752947482,0.0417340956028671,0.0235546101838468,0.518710620149273,0.0635342762098997,25.2630516986122
"PI377272","203","India",18,212.856050828928,41.1269248362212,173.168485865097,2.84625719505208,1.46144130948471,12.0563439280808,1.83529904102631,354.788945040133,0.251038224671678,265.871581362719,32.6959904782443,136.297592585466,76.1643939751467,0.304335935859835,0.173221819211693,0.458966421124097,0.751931131650357,0.454702198206196,0.215557075757009,0.48786013045666,0.790767272015579,376.086244147339,36.1091033912594,17.939813065444,2.66619873254233,131.043415876175,97.4277734202417,80.3843295556012,29.2569210807655,18.9937846096885,9.78727375746207,4344.93960316078,0.00715428726142978,139.693648421517,50.6024069955818,0.999738752947482,0.0448434932583709,0.0212427305937937,0.476307638841122,0.065081313640119,24.7716187832474
"PI377275","205","India",18,232.079628850117,44.2440322785715,189.07214178162,3.00783995542039,1.4133977841589,12.6824165594467,1.93809758544113,383.09096577093,0.243605820703331,258.989900322934,31.85365028001,152.717248252604,81.1472903246692,0.293995273995496,0.17130940051375,0.43072887109155,0.752620113656065,0.474568964425942,0.21534398802235,0.487132293572555,0.790324043100919,453.099337039803,39.1673269032016,20.273145367628,2.87661796922802,140.887731690702,98.2197099069631,84.4255922606721,30.2198909007752,19.7859346454329,10.1469860272991,4827.23443909343,0.00706085037806422,147.219696681552,52.6005499420647,0.999738752947482,0.0414358123322241,0.0260978703937638,0.571761279240454,0.0677703516786327,24.3993886411782
"PI377276","206","India",18,236.326507248785,44.1030571739042,193.23743645725,2.88125963192195,1.48914751931894,12.6335677443234,2.00505652864606,376.359976346761,0.247678733778559,271.259040075574,33.0832175278216,157.920271404118,78.6196223311813,0.279760125303846,0.158931427700105,0.44640956535668,0.752479622599134,0.470994654872976,0.218269373518803,0.490786013584201,0.787217170712813,421.406146522164,38.3361915646293,17.7900221585664,2.90272596815617,141.197687617646,99.5719003601262,88.8120903074999,30.8860938723937,20.709585899061,9.77307527576296,4817.99070350363,0.00721835194072736,142.50379969932,50.9917783229678,0.999738752947482,0.0595025649981899,0.0291895548872238,0.507080362317647,0.0900952143252778,26.1363514172016
"PI377281","207","India",18,244.737046288798,44.1971290747722,203.261207309567,2.72974421143179,1.63927987543826,13.3734329159261,2.1267863888009,394.424669722624,0.248921449532204,276.233343370255,33.6001673597136,165.719404216254,80.0558459059731,0.276430403757585,0.163070574218936,0.432787107112863,0.752687013541419,0.458590277504012,0.216064004168218,0.492218678898951,0.787952175918795,481.396302508013,39.2101438190951,21.2020629449683,3.03116229886683,147.760428856806,102.074898590401,92.0400188871838,33.2831685013733,22.6746849000772,10.1645063891703,4979.9386873228,0.00704455769783712,147.714681218578,51.4617707117717,0.999738752947482,0.0689673232018211,0.033893367003232,0.499581052701866,0.111637528107391,27.2746186071944
"PI377283","208","India",18,234.615361868771,43.9871696546444,191.419612541462,2.68325490035814,1.57223073637938,12.7229144093577,1.99588765568647,378.975881614612,0.247902124894201,270.573268456448,33.6282671587101,156.93732293145,79.1441126665604,0.274469544190943,0.172261879758478,0.449092130710588,0.752320954933469,0.467350673729461,0.217537710303927,0.491394109313617,0.78935234506733,383.744460942822,38.6886418415139,16.2309557513485,2.89571002956035,144.424787709051,101.999433409272,90.5995696180066,30.2473095206304,20.2609390670698,9.51466923189514,4781.20889772397,0.00743170237008592,138.275063227206,51.232334139299,0.999738752947482,0.05216306495031,0.0266059308560466,0.508739480932088,0.0789491308437878,26.5748684612859
"PI377286","210","India",18,225.637300294972,42.8374019253556,184.332970275769,2.65812728794982,1.59467278399725,12.336999424591,2.01498297297991,367.679546571795,0.24496062429085,256.594569775291,31.9923162043718,150.116930046166,75.3435835529513,0.283500748834723,0.166359585470851,0.438430574353409,0.752439559174631,0.469266371430175,0.218813774675906,0.491512865592503,0.789413525353786,389.505942501746,37.7464526540242,17.4592821141637,2.77947076543304,142.641746778204,99.1179243120982,87.9938013809751,30.2042957716928,20.5095389469788,9.27026230130484,4583.62649411874,0.00729575740403139,140.637063178574,51.4097575615977,0.999738752947482,0.0491604221588593,0.024597587014893,0.496571435955394,0.0730571194186175,24.8569438979346
"PI377288","212","India",18,230.055314546278,41.9123358293405,189.992907249285,2.904251454055,1.55374407943885,13.0031588567834,2.09344413132286,384.779051053195,0.246960739542599,255.929987429709,31.4990117141556,155.242166096148,75.6705169176149,0.278399145726266,0.165293209724842,0.454357750363269,0.752588421062133,0.468957078611294,0.215764119432908,0.496214406596294,0.794205375692524,448.195056601584,37.5907925982544,21.1046470916611,2.82529114522604,131.823639942478,97.4365141479895,83.7684326410879,30.2200349615768,20.5268998117533,9.34399896049431,4756.83084179532,0.00705837646127115,148.691030583885,51.7700172707912,0.999738752947482,0.050241592813728,0.027288359161816,0.521969813279785,0.0780140342358842,25.0993401081349
"PI377298","215","India",18,223.423645657645,44.4753083907663,179.831087972096,2.75216417978786,1.41233485674114,12.0352102652977,2.1312892724616,370.093551273097,0.251327261485905,279.487492720259,35.017926264486,150.46982503543,73.9328060528449,0.2682940062255,0.164711370112934,0.450498449052517,0.752256793080813,0.468748473156694,0.21310657517454,0.493283213829259,0.786081373378189,416.259193614517,39.4851657420147,18.0104736157358,2.78365511902112,143.423292651579,99.9885579890176,84.24772763586,30.8930787506948,20.8389901534481,9.67124720155367,4556.24171395393,0.0071490488046252,144.742087638947,50.6441180475286,0.999738752947482,0.0426453866966436,0.0226371196614072,0.505500603979306,0.0640874896834336,25.7784218243772
"PI377308","220","India",18,195.797467024206,41.5560596518075,156.238250525943,2.41370613299904,1.41468449104704,10.2582355841195,2.13978636498772,337.89947607773,0.241133172320295,246.198564759947,30.4098329144284,128.61483075263,65.5312399039665,0.268402986538471,0.163535643625468,0.429756333720238,0.752997601801784,0.464845340506591,0.216469943456137,0.487928613121615,0.7898236952595,391.435017568503,36.7634090576098,17.7247655068879,2.43834893930824,133.557690706259,94.2598073721823,76.7697079232276,26.8973750639874,18.0735659977436,8.52521119942796,4097.21665897984,0.0069112223330647,152.580053707818,50.2950917163695,0.999738752947482,0.0456337835114571,0.0204347626751821,0.470660475842039,0.065413378014017,23.8083238989094
"PI377312","221","India",18,198.991704396483,42.1294300496153,158.67313758693,2.67691305221399,1.38984581332275,10.972476660877,2.07099311679773,337.480037619049,0.241349718868596,250.814718983538,30.5577410027754,135.160494212491,66.3880618259125,0.276508910207586,0.176380158539207,0.453003836728889,0.752079813733329,0.461375332893707,0.212088912641983,0.492261234495841,0.788910140817192,367.716091853088,37.4302236342929,17.0623556831268,2.48788788816446,133.122780937711,96.3810540657522,79.9084569596672,25.9038644660334,17.8744043243133,8.04309395773301,4097.03506728942,0.00712114480313256,145.77964154739,51.0661774521077,0.999738752947482,0.0339461532397263,0.0177031331672404,0.501345264324857,0.0507875340994178,24.0508259454327
"PI377338","224","India",18,248.645857424336,45.4503158762833,202.885844804029,2.90314155521469,1.52063009387545,12.9357966090109,2.24436236096057,396.942092723119,0.256192480911509,298.811227474049,35.7392213050873,169.916289013687,77.6052079402885,0.270592031126161,0.163840375274009,0.445142584854742,0.751793099487918,0.445662640693225,0.21431153226517,0.487291374999257,0.785619508826118,470.464439199863,40.1814316323991,20.0552449302432,3.0452846853637,148.387219399917,100.837753337313,90.7760478814159,33.8882233772989,23.4470733507474,9.99645137560899,5013.72640656874,0.00708827406444333,145.964658861852,50.3419532808024,0.999738752947482,0.0466260550478302,0.0225719312532637,0.489050262559872,0.0687087860010499,26.0874847436345
"PI377349","226","India",18,214.11115953964,42.9358253641526,173.086652869277,2.72436614698805,1.46393152361189,11.7039021280572,2.01557964350583,361.167814596319,0.243404148438794,253.978379070665,30.9836015670189,141.159123921289,73.483037606756,0.282345021715659,0.166576873725204,0.43935748435988,0.752211834767251,0.450928137709035,0.216072783450248,0.489464239630165,0.789462941297909,377.666225192727,37.9985930877688,16.5992278354372,2.65006053115551,133.909403982945,96.9779735255154,82.6038698539939,28.7376345883912,19.3989228654635,9.17573702385369,4398.78136802494,0.00723326441658463,142.101919640424,50.9538569229873,0.999738752947482,0.0441894612644145,0.0234548504853353,0.515460542424338,0.0676105283687775,24.9847769008153
"PI377363","228","India",18,272.290468883258,43.7023717956797,228.914798091178,3.5599771191357,1.48104868022005,15.9655405349316,2.38839658950149,412.159921194342,0.251270095962273,278.571642501134,33.6679694261193,192.68519218403,80.0721065296019,0.283769151753698,0.158083750121177,0.445611038809778,0.751902614506915,0.469867229176445,0.213839385080015,0.491769725038134,0.784525053765131,453.333180276066,38.6654329826376,20.1152672332142,3.28519575068868,141.034899221384,99.2329362659552,86.7005950721277,35.9471396827895,25.2348497558176,10.1111342967245,5448.66120896639,0.00734585162052666,139.893126603059,49.3383655591833,0.999738752947482,0.0812255218483009,0.0363189709775351,0.486576975888536,0.119840257903581,26.3196171623446
"PI385297","229","India",18,232.43354544007,41.709101563779,194.999372160145,3.85772410416211,1.35591083238633,14.2189809923794,2.01715005006652,367.429146385662,0.250121025639335,266.679469189971,31.6734361067206,157.967128505562,76.5872714007108,0.290356398022099,0.171221332227615,0.439491110911604,0.752265463294136,0.460504646957401,0.217790714452486,0.487406557973518,0.786227095262797,389.797859912414,36.6697896556082,18.4718637136732,2.84240265603302,131.34087317017,95.3663990591261,78.7050261938568,31.9896977014236,21.6676066012933,9.90474916014889,4763.92417450345,0.00735784480286514,139.113610198771,50.652488026113,0.999738752947482,0.0580214600870627,0.0298283092071065,0.513284341922823,0.0885321440565951,24.1929567649475
"PI425136","239","India",18,206.941252321768,42.8477604246408,165.716524279921,2.48192498639095,1.46381162100221,10.97715285462,1.75729692734198,351.621269765048,0.243884730450001,255.208135758998,31.3779178711642,131.877093871812,73.2009049443153,0.289881332863322,0.167658352446565,0.453098756049448,0.752219833686105,0.459157353689538,0.214599677872621,0.490794248391934,0.787928889856808,349.688638672303,37.9068213062206,14.9525032440898,2.57784654689811,136.788968066166,97.1385293495702,82.0474560449537,27.902590860234,18.2406353340021,9.2533091447129,4243.44378581713,0.00742652461790493,138.566181392207,52.2397214034821,0.999738752947482,0.0368155727325491,0.020385306918298,0.507720417066233,0.0547115133254525,24.6619702722827
"PI425138","240","India",18,244.986781950772,42.2976923058629,204.081008337138,3.40757407119002,1.46550400805729,13.5191434808677,1.9715745247587,355.337370192122,0.247815066671788,256.894572483651,31.4602458026864,160.609864442386,83.2319870729398,0.282755479896724,0.152700469643063,0.471784577167038,0.75239737601308,0.494588647193974,0.215958994400206,0.490982153232432,0.788961616161572,425.962008103755,37.4721738632759,19.4021399223371,2.97841858160644,134.335787815373,97.184491554504,84.2717045539918,33.2220631221309,22.185474027747,10.4326464617407,4875.95581250741,0.00728321511325781,141.203517958395,50.8638649866032,0.999738752947482,0.068649508387376,0.0340242132186691,0.508839730185389,0.104462702437788,25.2651053375506
"PI425160","241","Australia",18,264.149341663316,44.0827355081529,221.38588348148,3.2055459453936,1.53637331300784,14.126131423848,2.12262923941841,409.433459469386,0.252627000397714,292.408308568574,33.7261396758455,174.560385694953,96.4132342347973,0.311176731097961,0.159807007080408,0.458227124070393,0.752121146771589,0.484882391649498,0.223716506022014,0.491977129287658,0.784237085938655,535.384795353673,38.9177350600279,22.8517333603259,3.21955186676765,137.98620527242,99.9695670731796,89.8203248212068,41.2584972593179,24.8772829120372,12.217626192409,5852.20682609381,0.00724644626030607,142.013901956212,48.8622693773136,0.999738752947482,0.0808030470473046,0.0375685187298148,0.499764535050448,0.121361662721718,27.5227046350985
"PI425169","243","Australia",18,252.268711476803,47.1052442127955,204.718035848255,2.61328607125868,1.56099442208242,12.658732672426,1.74953087110313,399.38121733908,0.255105435863084,269.46813881279,32.6820578991117,160.477503356046,91.9104710671344,0.296914724954314,0.173992502244717,0.438085295565358,0.752264090667154,0.479396391348263,0.216713573150591,0.490710761747229,0.7898387666597,497.008557188861,40.4648883541458,20.3041327599177,3.11658042436827,144.088123298686,104.697446346155,93.0107094785617,35.4275774840519,22.8089552992328,12.1306351106043,5318.68257968452,0.00702407474014938,147.882110201297,52.3511558644586,0.999738752947482,0.0479508980608283,0.0243404819023458,0.507998836627061,0.0721292768704788,26.8079157175437
"PI425192","244","Australia",18,211.067962387668,42.9520125160094,173.433906231,2.93511060299792,1.26160609885994,12.9084700965075,1.81584516818687,344.632526632476,0.233671171446456,233.245275595922,28.6911715730315,131.989448790369,78.3851798017175,0.285499318000485,0.186202021046172,0.435806434481078,0.753020232321757,0.478249360786978,0.220163752649093,0.487323616542591,0.793732719518204,341.959682040549,38.0274866353262,16.8306955670175,2.60317416665215,132.259086118549,93.0745813840329,74.5079549540731,28.1854112276408,17.9809876162925,9.6842200680131,4328.75142252159,0.00747753412219307,137.27761461856,51.9954717908851,0.999738752947482,0.0421531093825502,0.0213372064152685,0.500711058818844,0.0626706256941934,24.2724349114125
"PI425201","245","Australia",18,245.287038066459,42.3981516190861,204.560633580268,3.37072955144302,1.45981876808333,13.8647004024783,2.01692290714488,372.621480960194,0.254545738906058,282.751458487122,33.4381684999071,165.367726967972,80.6542687403576,0.294853506083558,0.176172981830571,0.437461322994491,0.75273654179204,0.475209929092133,0.218835246181502,0.491775941500631,0.79244152329745,403.808239333102,37.511109356858,17.8687358992253,2.99969213082075,136.406884916361,98.3818317527136,85.1154382455799,33.2372516038884,22.5135149824506,10.1600720855392,4855.298037531,0.00740846658272143,138.67778766279,50.7325912576781,0.999738752947482,0.0701541750221873,0.0367832248395625,0.519775111126414,0.110129803718172,26.5938752515377
"PI425219","246","",18,233.825497219095,41.8709024356344,193.874558409864,2.62463822025792,1.42939400957652,13.5934186674795,2.09325224295252,372.903845042322,0.247678903282265,266.45660492973,31.554915505586,157.663191296645,77.6385585953158,0.269677892708495,0.168127162512156,0.459930505261998,0.752013370009124,0.461534226269327,0.214436055972321,0.492730844910332,0.791433291258307,429.046139984636,37.1888492582752,20.3408488379485,2.85880107945848,130.009467297114,95.947020887348,80.9000550272178,31.8846635256621,21.8247876448053,9.63333399826294,4795.62892301451,0.00710977898238169,146.860710327791,50.6415891708122,0.999738752947482,0.0584311683318148,0.0300185147419539,0.514152247542024,0.089843341578123,24.9277172431233
"PI425254","249","India",18,222.565231877849,43.2337463563007,179.927422749838,2.58340307220292,1.62286327188561,12.3449770869734,2.35911765181977,376.807996950726,0.244831418030041,262.681631684363,31.8803158050706,150.719560100724,70.3487654529861,0.267135230497086,0.16807626229203,0.457496393662393,0.751877791885387,0.448481562318349,0.215696295052697,0.492712188384416,0.791442059302818,380.967986297523,38.0205325300762,17.3859578918447,2.73930578282546,142.318024318578,100.233742590923,89.554671171308,28.1183513079889,19.0172581475423,8.74371208023961,4548.3519669012,0.00723937213708425,141.605853647002,48.8408184262221,0.999738752947482,0.0528207166357783,0.0200961443318235,0.451197757264172,0.0720929946781443,24.7352376195493
"PI425259","250","India",18,212.271051895113,42.4165602713116,171.146915356594,2.88550091979707,1.39165155134272,11.4389823619529,1.80194846053783,349.561594092482,0.242834163799516,249.454466756196,30.9749625036513,136.097310691579,76.0185585039564,0.283226075048087,0.168371830401063,0.441982301545375,0.752154523914659,0.467107008676751,0.215792407975227,0.488706447588765,0.789478255688914,360.703223740414,37.4914685815767,16.0929863299093,2.64128638490447,133.607158933738,96.8657080955619,80.765266933323,28.4823940852872,18.5474231978144,9.38351261171725,4321.86771759695,0.00747603176402583,138.016184009717,50.0352872693584,0.999738752947482,0.0497207362767665,0.0269026839018611,0.524149664093734,0.0767073210176689,24.8311534070143
"PI425261","251","Philippines",18,232.63839204714,43.6287503768037,189.996340178899,2.95739054832809,1.45749130534496,12.8298281419347,2.09399308573579,380.13379814479,0.248583538919456,275.491175130723,33.4712974639282,156.956704086013,77.0522115459344,0.282880160440745,0.168032295553819,0.444168560275263,0.752598954396598,0.473899522226408,0.216979377976045,0.491690552414889,0.793404831645099,472.442714211461,37.9939346385548,21.8251556519148,2.87843277066605,140.403905478462,98.9248120670159,84.3625678469273,30.532824327675,20.632635418021,9.53570257839308,4821.97279196227,0.00705684786479553,148.521342788296,50.520006487833,0.999738752947482,0.0476582324167245,0.0249671573284733,0.515189840740248,0.0724339554536708,25.4992202381402
"PI425271","254","Pakistan",18,272.723658888941,45.0133160674467,227.842763727376,3.16499732041204,1.53632724980423,14.179561783601,1.91739797675075,410.256680455094,0.245703692806464,275.897294047618,33.206251673097,178.932798170925,95.2670027706647,0.287144038688516,0.158182978007398,0.450669593982512,0.753322187200035,0.497721208109695,0.21740214888499,0.494628319754618,0.794554435130474,478.846408365442,39.1446860611893,19.7495185699779,3.36016151738403,148.584233709518,101.300675293805,95.8920381466374,36.7233566636088,23.8690565025608,11.957846292185,5458.52263065332,0.00724349970019167,141.996095175234,48.515547077965,0.999738752947482,0.0476075628123776,0.0261528974827739,0.536312124395618,0.0742476194311073,27.1342905982498
"PI425274","255","India",18,229.019772052465,43.5365665339606,186.578964390939,2.65301723855621,1.57947950870052,12.6441229267197,2.09218231547048,380.186594228203,0.242427488723672,252.313832538151,31.8294449817987,153.903667288467,75.116215684224,0.281434164596687,0.171545019866928,0.449435484391953,0.752182813296498,0.462941472218351,0.217975776941871,0.49138363807376,0.789438875424041,399.613267543447,38.4300996206698,17.4334073924025,2.82993703564,141.110839140875,100.165025402939,88.1509676732589,29.6032507631326,19.8903513948818,9.24747842430937,4733.60385285614,0.00729410325856503,140.692951340679,50.0837899178532,0.999738752947482,0.0521079181153291,0.0271144306800799,0.50953603955717,0.0794444493675453,25.8278225876521
"PI425387","258","India",18,229.760536584624,43.4103680838551,187.331982604321,2.83020996108666,1.45765278094804,12.0513988284817,1.75888297795667,361.587049333602,0.253838128916013,284.600990179449,35.467515045057,147.779263405409,84.163491559491,0.313518482692158,0.17016634169698,0.459054095526813,0.752058913956762,0.477673359784886,0.215765239939031,0.492961997320918,0.794911653181234,390.405616083867,38.314418904997,16.889216882792,2.85396968581532,132.794309070641,100.356907730667,86.2877144584047,30.4345029397219,19.839302108065,10.1239538266399,4694.27837811803,0.00735176617556548,142.219587904787,51.1884758263527,0.999738752947482,0.0508972958360238,0.0258690565581301,0.503526031241966,0.0765821377151669,25.5982856035469
"PI425388","259","India",18,232.717579870762,43.4900451418785,190.192878723157,3.11487899664852,1.41040199226362,12.8969614253828,2.12647489748927,372.722081140014,0.242369547849781,252.411864205908,31.6757743148436,157.159999692625,75.6547725798637,0.280690689149011,0.162528046617359,0.43091858486052,0.752502327567574,0.467249884296478,0.217040933176382,0.488793037627233,0.789953916248698,406.815647162251,38.3839618250883,18.4518312473001,2.87579247966289,143.548978011278,98.8148889429192,83.5060911308573,30.2848300580371,20.8116150977414,9.35820990212817,4743.56520500964,0.00726563757156578,141.267642281797,50.7665396303075,0.999738752947482,0.0528663261306097,0.0264961422982124,0.506296070259184,0.0793779881699242,25.5115364084409
"PI425389","260","India",18,207.143779615181,43.6387072690104,164.809134941151,2.54486094079454,1.38499415081354,10.4516287841956,1.79762491057321,354.631502479782,0.255282261894802,286.630691148437,35.5537321079575,130.222118375491,75.3461467928274,0.287781862347527,0.153240409679174,0.450778408710703,0.751983947812875,0.471692926666936,0.207802689364427,0.49733603224501,0.786973454339642,376.629180564393,38.9768206658422,16.2304564389564,2.59569164013433,141.466975526439,99.8754913623778,80.3191310358938,30.0533369754149,19.2676615980122,10.2809400651077,4174.90755866466,0.00708304735884482,146.47725542353,49.9153245611215,0.999738752947482,0.0473210063611023,0.0220400681549376,0.480787919481548,0.0689685726393789,25.2934573523207
"PI425399","261","India",18,210.455172973062,42.9751679444503,168.916990472594,2.62738636737497,1.53749237938618,11.4429403440094,1.79379265757683,352.213367487376,0.245908490260779,261.26511944172,32.0198494138873,140.418115463292,70.0906605445379,0.280132701686604,0.169926264702363,0.443328187025215,0.751822671074137,0.463525221921621,0.21796986007873,0.491315535109928,0.787675302549376,375.909595247542,37.9266772457679,17.1214717497386,2.60010909788912,135.319805230503,98.7389695481205,84.9771936117547,28.045774770489,19.2188497410018,8.89532914187263,4255.42293192908,0.00729554743851829,142.902736139235,49.5998859209262,0.999738752947482,0.0529662472001803,0.0275309870743207,0.527777122165083,0.0804989726914449,24.4808795112504
"PI425418","263","India",18,238.682158221307,42.0659367789304,198.139344107374,3.14782641918011,1.4900955373978,13.1343782954597,1.83305024929658,366.441057633165,0.243896128968613,254.243155387012,31.5647755257678,151.392276072244,86.7483540665678,0.309255608528979,0.171324355053508,0.456149353383219,0.752101230192053,0.493914910138111,0.217419486890735,0.49439482868006,0.79273123400026,418.407275721939,37.0590791108786,19.5466477302093,2.94011688874968,139.370163622434,98.6293785789289,84.4066848931803,30.6638271711529,19.7957059158699,10.2214334658171,4963.55811156787,0.00726307101229589,141.389069418783,51.6437498290796,0.999738752947482,0.0500674232994889,0.0280384818815512,0.526292545792015,0.0786728962208355,25.6353213534905
"PI425422","265","India",18,249.084019182497,41.8785719959555,211.198465096934,3.13014684541085,1.37037873840935,14.2634698940397,1.7323069749224,367.545057965251,0.251675845939825,273.085184698922,32.3302690990643,159.547894282831,90.310286809287,0.309055828082732,0.167696106769906,0.475272250076624,0.752687707569778,0.474339077322379,0.213768010515645,0.497164158535283,0.786030780853151,426.025974017321,36.8285191561708,20.0308860155066,3.04343058670913,132.983056338853,96.5170339009512,79.9282696791731,33.8569831183119,21.4980488695837,11.5350197517885,4983.97448882724,0.00733724968745574,139.414375395915,52.1832331576937,0.999738752947482,0.0595760002271584,0.0338594721146031,0.530603084530022,0.0944147791188596,25.9728180794973
"PI425423","266","India",18,232.673354774087,45.0743314241379,187.512474317113,2.61703646670209,1.54038374901105,11.8908166788382,2.07885104373577,386.97179392947,0.245183068077981,270.64721649277,35.388186833692,157.045487488497,78.0288252321106,0.287195747702286,0.17070772006054,0.440655427524302,0.752273622999482,0.466714016908039,0.216405837691173,0.491621401559534,0.786195752864127,455.474799555168,40.0448127422063,19.2864318256254,2.91022748285523,145.415582946867,104.11206277152,92.3257119385059,31.2753391830942,21.3111329401563,9.52512187379322,4858.03400010278,0.00707743550807848,146.504813496911,50.9978545337295,0.999738752947482,0.0455267409149625,0.0260952385976427,0.535096288036219,0.0714515341082512,25.9221854244764
"PI425424","267","India",18,224.616192926777,42.5516808176846,183.301790705245,2.804528403094,1.49049141349094,12.377427848261,2.01294536067104,356.374527658657,0.243335162982603,255.321862983691,31.0466647745895,148.118304253144,74.4060726424359,0.263828542307555,0.162001250242634,0.449161019723952,0.751999616836024,0.463138612623976,0.216789587160654,0.491322559832573,0.786967222309293,399.870115118907,37.5410572762794,17.5589373363992,2.76471743094343,135.714952693955,97.0283547820301,82.9264298746048,28.9905233923375,19.3624875513895,9.23664807740924,4496.28637212266,0.00714096400146317,144.781254856449,50.1607151762919,0.999738752947482,0.0467373724091891,0.0227437129418326,0.486003712552525,0.0677848935489964,25.365101861419
